venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
CO003,V1600,2024-11-14 06:00:00.000000,2024-11-14 06:41:25.363004,coffee_place
UN004,V1924,2024-11-14 06:00:00.000000,2024-11-14 07:40:22.714566,university
CO004,V2575,2024-11-14 06:01:00.000000,2024-11-14 06:56:56.789061,coffee_place
CO004,V2921,2024-11-14 06:01:00.000000,2024-11-14 06:57:50.531515,coffee_place
UN003,V0399,2024-11-14 06:02:00.000000,2024-11-14 08:25:22.669700,university
CO003,V1578,2024-11-14 06:02:00.000000,2024-11-14 06:39:04.672313,coffee_place
UN004,V2217,2024-11-14 06:05:00.000000,2024-11-14 08:27:12.569913,university
UN004,V0523,2024-11-14 06:08:00.000000,2024-11-14 07:09:52.246777,university
CO002,V0818,2024-11-14 06:11:00.000000,2024-11-14 07:05:44.492315,coffee_place
UN001,V2195,2024-11-14 06:13:00.000000,2024-11-14 07:33:56.919111,university
UN004,V2190,2024-11-14 06:13:00.000000,2024-11-14 06:18:00.000000,university
UN004,V1380,2024-11-14 06:17:00.000000,2024-11-14 07:17:42.052784,university
CI000,V1324,2024-11-14 06:19:00.000000,2024-11-14 14:42:30.991422,cinema
UN003,V2225,2024-11-14 06:22:00.000000,2024-11-14 07:24:34.953093,university
CO003,V1903,2024-11-14 06:23:00.000000,2024-11-14 07:32:59.213405,coffee_place
UN003,V1053,2024-11-14 06:24:00.000000,2024-11-14 08:06:32.807417,university
UN003,V1105,2024-11-14 06:26:00.000000,2024-11-14 09:16:40.977878,university
CO001,V1174,2024-11-14 06:28:00.000000,2024-11-14 07:11:14.022148,coffee_place
UN000,V1490,2024-11-14 06:31:00.000000,2024-11-14 08:17:10.660008,university
UN001,V1138,2024-11-14 06:31:00.000000,2024-11-14 08:19:31.742263,university
UN003,V2637,2024-11-14 06:40:00.000000,2024-11-14 07:28:10.733030,university
UN001,V1409,2024-11-14 06:40:00.000000,2024-11-14 08:03:36.823671,university
UN001,V2540,2024-11-14 06:40:00.000000,2024-11-14 07:24:16.205204,university
UN004,V1664,2024-11-14 06:41:00.000000,2024-11-14 07:35:25.178968,university
UN002,V0206,2024-11-14 06:44:00.000000,,university
UN002,V2109,2024-11-14 06:44:00.000000,2024-11-14 08:47:43.168835,university
UN003,V2441,2024-11-14 06:46:00.000000,2024-11-14 07:06:18.158961,university
UN004,V2263,2024-11-14 06:50:00.000000,2024-11-14 06:55:00.000000,university
UN004,V1612,2024-11-14 06:52:00.000000,2024-11-14 07:57:08.688994,university
UN000,V0775,2024-11-14 06:52:00.000000,2024-11-14 08:03:04.339443,university
UN003,V2960,2024-11-14 06:55:00.000000,2024-11-14 09:24:54.395991,university
UN004,V2973,2024-11-14 06:56:00.000000,2024-11-14 08:37:48.226601,university
CO004,V0094,2024-11-14 06:58:00.000000,2024-11-14 07:49:31.816376,coffee_place
UN001,V0616,2024-11-14 06:59:00.000000,2024-11-14 07:57:32.502755,university
CO000,V2363,2024-11-14 07:00:00.000000,2024-11-14 08:12:41.823468,coffee_place
UN000,V1852,2024-11-14 07:00:00.000000,2024-11-14 07:51:59.493710,university
UN004,V1638,2024-11-14 07:02:00.000000,2024-11-14 09:19:16.296719,university
CO003,V2768,2024-11-14 07:03:00.000000,2024-11-14 07:22:20.386874,coffee_place
CO004,V2887,2024-11-14 07:03:00.000000,2024-11-14 07:52:02.005826,coffee_place
UN002,V0338,2024-11-14 07:03:00.000000,2024-11-14 07:08:00.000000,university
CI003,V2356,2024-11-14 07:04:00.000000,2024-11-14 14:39:50.376867,cinema
UN002,V2994,2024-11-14 07:05:00.000000,2024-11-14 08:20:38.282620,university
UN001,V0057,2024-11-14 07:06:00.000000,2024-11-14 08:01:35.411653,university
UN000,V0855,2024-11-14 07:07:00.000000,2024-11-14 10:31:32.494674,university
UN001,V1475,2024-11-14 07:08:00.000000,2024-11-14 07:32:37.972835,university
CO003,V0866,2024-11-14 07:08:00.000000,2024-11-14 08:02:24.756031,coffee_place
CO000,V0016,2024-11-14 07:08:00.000000,2024-11-14 08:44:31.002555,coffee_place
CO001,V1253,2024-11-14 07:10:00.000000,2024-11-14 08:09:54.482862,coffee_place
UN002,V0429,2024-11-14 07:10:00.000000,2024-11-14 09:32:57.136994,university
CO002,V1090,2024-11-14 07:11:00.000000,2024-11-14 07:45:14.009537,coffee_place
UN000,V0185,2024-11-14 07:12:00.000000,2024-11-14 09:31:49.685164,university
CO000,V2952,2024-11-14 07:12:00.000000,2024-11-14 07:53:26.301745,coffee_place
UN001,V0126,2024-11-14 07:13:00.000000,2024-11-14 08:35:32.991807,university
CO002,V2825,2024-11-14 07:15:00.000000,2024-11-14 08:28:24.152453,coffee_place
CO004,V0144,2024-11-14 07:16:00.000000,2024-11-14 07:54:13.529989,coffee_place
UN001,V2828,2024-11-14 07:16:00.000000,2024-11-14 08:31:12.430749,university
CO001,V1173,2024-11-14 07:18:00.000000,2024-11-14 07:48:14.673874,coffee_place
CO001,V0679,2024-11-14 07:19:00.000000,2024-11-14 08:13:54.419438,coffee_place
UN004,V2603,2024-11-14 07:21:00.000000,2024-11-14 09:24:06.139201,university
CO000,V1926,2024-11-14 07:21:00.000000,2024-11-14 08:07:57.556460,coffee_place
CO004,V1973,2024-11-14 07:22:00.000000,2024-11-14 07:44:35.577059,coffee_place
CO003,V0776,2024-11-14 07:22:00.000000,2024-11-14 08:25:00.385143,coffee_place
CO002,V1753,2024-11-14 07:23:00.000000,2024-11-14 08:29:13.691339,coffee_place
CO002,V2742,2024-11-14 07:23:00.000000,2024-11-14 08:16:43.908519,coffee_place
CO000,V1352,2024-11-14 07:25:00.000000,2024-11-14 08:02:40.772702,coffee_place
UN002,V1725,2024-11-14 07:26:00.000000,2024-11-14 08:38:20.909565,university
CO003,V1224,2024-11-14 07:27:00.000000,2024-11-14 08:33:04.085097,coffee_place
UN003,V1394,2024-11-14 07:27:00.000000,2024-11-14 10:12:21.367505,university
CO003,V2603,2024-11-14 07:28:00.000000,2024-11-14 08:05:45.817396,coffee_place
CO000,V2475,2024-11-14 07:28:00.000000,2024-11-14 08:09:07.820995,coffee_place
UN002,V2885,2024-11-14 07:28:00.000000,2024-11-14 08:44:44.520447,university
UN003,V1922,2024-11-14 07:29:00.000000,2024-11-14 08:11:39.235611,university
CI000,V1628,2024-11-14 07:29:00.000000,2024-11-14 10:01:52.814048,cinema
UN000,V2538,2024-11-14 07:29:00.000000,2024-11-14 09:13:07.654494,university
CO001,V0855,2024-11-14 07:30:00.000000,2024-11-14 08:03:03.241760,coffee_place
CO001,V2210,2024-11-14 07:32:00.000000,2024-11-14 08:26:52.284277,coffee_place
UN002,V0105,2024-11-14 07:32:00.000000,2024-11-14 09:19:21.930471,university
UN000,V1627,2024-11-14 07:33:00.000000,2024-11-14 08:28:30.813760,university
CO000,V2190,2024-11-14 07:35:00.000000,2024-11-14 08:28:47.960330,coffee_place
CO004,V1876,2024-11-14 07:35:00.000000,2024-11-14 08:08:42.125756,coffee_place
UN000,V2083,2024-11-14 07:37:00.000000,2024-11-14 09:15:29.256438,university
UN004,V0646,2024-11-14 07:39:00.000000,2024-11-14 09:51:29.820414,university
UN001,V1172,2024-11-14 07:39:00.000000,2024-11-14 09:33:00.083575,university
CO004,V2929,2024-11-14 07:39:00.000000,2024-11-14 08:29:10.700748,coffee_place
CO001,V1917,2024-11-14 07:39:00.000000,2024-11-14 08:33:53.526305,coffee_place
CO004,V2051,2024-11-14 07:40:00.000000,2024-11-14 08:11:34.637944,coffee_place
CO003,V1475,2024-11-14 07:40:00.000000,2024-11-14 08:37:56.634875,coffee_place
UN002,V2784,2024-11-14 07:40:00.000000,2024-11-14 09:57:55.727195,university
CO002,V0480,2024-11-14 07:41:00.000000,2024-11-14 08:28:11.625992,coffee_place
CO004,V1398,2024-11-14 07:42:00.000000,2024-11-14 08:54:47.971055,coffee_place
UN003,V2604,2024-11-14 07:42:00.000000,2024-11-14 09:51:38.960604,university
UN003,V2147,2024-11-14 07:43:00.000000,2024-11-14 09:32:23.179454,university
CO003,V2825,2024-11-14 07:46:00.000000,2024-11-14 08:24:30.581321,coffee_place
UN001,V2151,2024-11-14 07:46:00.000000,2024-11-14 07:59:56.761207,university
CO004,V2611,2024-11-14 07:47:00.000000,2024-11-14 08:20:05.913026,coffee_place
CO003,V2333,2024-11-14 07:49:00.000000,2024-11-14 08:01:38.346461,coffee_place
UN000,V1993,2024-11-14 07:49:00.000000,2024-11-14 08:28:33.046855,university
CO003,V0518,2024-11-14 07:49:00.000000,2024-11-14 10:19:13.380714,coffee_place
CO002,V0561,2024-11-14 07:50:00.000000,2024-11-14 08:28:19.668299,coffee_place
CO002,V0587,2024-11-14 07:50:00.000000,2024-11-14 08:38:01.544794,coffee_place
UN001,V1849,2024-11-14 07:50:00.000000,2024-11-14 09:13:45.840228,university
CO000,V2006,2024-11-14 07:51:00.000000,2024-11-14 08:44:39.789007,coffee_place
CO001,V2531,2024-11-14 07:52:00.000000,2024-11-14 08:40:58.097518,coffee_place
CO003,V1321,2024-11-14 07:52:00.000000,2024-11-14 08:33:18.668378,coffee_place
CO003,V0875,2024-11-14 07:53:00.000000,2024-11-14 08:22:53.862295,coffee_place
UN001,V1348,2024-11-14 07:54:00.000000,2024-11-14 10:22:24.909987,university
CO003,V2872,2024-11-14 07:54:00.000000,2024-11-14 08:40:53.883779,coffee_place
CO000,V2015,2024-11-14 07:54:00.000000,2024-11-14 08:53:18.866579,coffee_place
CO001,V2349,2024-11-14 07:55:00.000000,2024-11-14 08:40:48.557928,coffee_place
CO004,V1248,2024-11-14 08:46:44.810352,2024-11-14 07:55:00.000000,coffee_place
UN000,V0195,2024-11-14 07:56:00.000000,2024-11-14 11:48:11.569707,university
UN002,V1624,2024-11-14 07:56:00.000000,2024-11-14 09:07:52.596041,university
UN000,V1078,2024-11-14 07:56:00.000000,2024-11-14 08:59:18.036214,university
CO002,V1724,2024-11-14 07:57:00.000000,2024-11-14 09:11:36.214733,coffee_place
UN000,V0393,2024-11-14 07:57:00.000000,2024-11-14 10:14:59.525696,university
CO002,V2242,2024-11-14 07:58:00.000000,2024-11-14 08:26:21.340705,coffee_place
UN003,V0775,2024-11-14 07:58:00.000000,2024-11-14 08:52:42.832647,university
UN000,V2013,2024-11-14 08:00:00.000000,2024-11-14 09:27:59.741554,university
UN002,V2915,2024-11-14 08:01:00.000000,2024-11-14 09:41:37.901783,university
CO000,V1133,2024-11-14 08:02:00.000000,2024-11-14 09:05:31.752935,coffee_place
UN004,V2513,2024-11-14 08:02:00.000000,2024-11-14 10:26:37.111467,university
UN001,V0686,2024-11-14 08:02:00.000000,2024-11-14 09:18:57.416396,university
CO004,V2267,2024-11-14 08:02:00.000000,2024-11-14 08:25:50.450435,coffee_place
UN004,V0128,2024-11-14 08:03:00.000000,2024-11-14 08:55:48.291754,university
UN000,V2217,2024-11-14 08:03:00.000000,2024-11-14 09:01:31.829092,university
UN001,V0291,2024-11-14 08:03:00.000000,2024-11-14 08:37:55.184179,university
UN002,V1478,2024-11-14 08:04:00.000000,2024-11-14 08:53:23.681214,university
CO003,V2127,2024-11-14 08:04:00.000000,2024-11-14 08:35:44.342908,coffee_place
UN004,V2979,2024-11-14 08:04:00.000000,2024-11-14 09:10:29.402393,university
UN000,V1494,2024-11-14 08:04:00.000000,2024-11-14 09:07:01.776168,university
CO001,V0263,2024-11-14 08:05:00.000000,2024-11-14 08:44:49.485852,coffee_place
UN003,V2438,2024-11-14 08:05:00.000000,2024-11-14 13:59:40.708889,university
UN000,V1628,2024-11-14 08:05:00.000000,2024-11-14 09:14:07.135459,university
UN004,V2054,2024-11-14 08:05:00.000000,2024-11-14 09:10:45.760688,university
UN003,V1238,2024-11-14 08:05:00.000000,2024-11-14 08:38:53.538301,university
UN000,V0452,2024-11-14 08:05:00.000000,2024-11-14 09:46:35.111434,university
UN002,V1778,2024-11-14 08:06:00.000000,2024-11-14 08:56:53.285359,university
UN002,V1370,2024-11-14 08:06:00.000000,2024-11-14 09:58:32.502217,university
UN000,V2770,2024-11-14 08:06:00.000000,2024-11-14 09:41:21.485387,university
UN003,V0464,2024-11-14 08:06:00.000000,2024-11-14 10:35:07.899833,university
