venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
UN003,V2693,2024-11-01 06:01:00.000000,2024-11-01 08:34:24.375077,university
UN001,V2377,2024-11-01 06:02:00.000000,2024-11-01 07:25:14.684855,university
UN000,V0504,2024-11-01 06:04:00.000000,2024-11-01 08:06:00.080939,university
CO002,V2224,2024-11-01 06:05:00.000000,2024-11-01 06:53:25.729519,coffee_place
UN001,V1488,2024-11-01 06:07:00.000000,2024-11-01 08:58:15.636739,university
UN000,V1365,2024-11-01 06:11:00.000000,2024-11-01 12:17:56.036115,university
UN001,V0936,2024-11-01 06:14:00.000000,2024-11-01 07:50:21.367480,university
UN002,V1620,2024-11-01 06:16:00.000000,2024-11-01 08:14:53.582951,university
UN000,V0891,2024-11-01 06:19:00.000000,2024-11-01 06:53:01.216219,university
UN001,V2912,2024-11-01 06:21:00.000000,2024-11-01 08:33:35.086360,university
UN003,V1162,2024-11-01 06:27:00.000000,2024-11-01 07:50:47.642036,university
CO000,V0446,2024-11-01 06:27:00.000000,2024-11-01 07:04:51.075630,coffee_place
UN003,V0179,2024-11-01 09:20:36.726054,2024-11-01 06:46:00.000000,university
CO002,V0661,2024-11-01 06:47:00.000000,2024-11-01 07:49:04.121815,coffee_place
UN002,V1547,2024-11-01 06:48:00.000000,2024-11-01 10:11:06.295283,university
UN000,V0420,2024-11-01 06:48:00.000000,2024-11-01 07:55:29.595748,university
UN002,V1380,2024-11-01 06:54:00.000000,2024-11-01 07:54:31.650114,university
CO003,V1712,2024-11-01 07:01:00.000000,2024-11-01 07:58:28.093789,coffee_place
CO000,V0143,2024-11-01 07:05:00.000000,2024-11-01 07:53:41.153482,coffee_place
CO004,V0446,2024-11-01 07:07:00.000000,2024-11-01 08:03:29.967868,coffee_place
UN004,V0356,2024-11-01 07:07:00.000000,,university
UN003,V2281,2024-11-01 07:07:00.000000,2024-11-01 07:22:43.337179,university
CO003,V2536,2024-11-01 07:07:00.000000,2024-11-01 07:47:39.617018,coffee_place
UN001,V0115,2024-11-01 07:08:00.000000,,university
CO003,V0069,2024-11-01 07:09:00.000000,2024-11-01 07:52:54.021196,coffee_place
UN004,V2602,2024-11-01 07:09:00.000000,2024-11-01 08:43:01.728219,university
CO001,V1380,2024-11-01 07:11:00.000000,2024-11-01 07:57:26.198802,coffee_place
CO002,V2916,2024-11-01 07:11:00.000000,2024-11-01 07:45:29.240617,coffee_place
CO000,V2720,2024-11-01 07:12:00.000000,2024-11-01 07:44:09.808845,coffee_place
UN001,V2493,2024-11-01 07:13:00.000000,2024-11-01 08:28:13.256930,university
CO002,V2173,2024-11-01 07:15:00.000000,2024-11-01 07:55:52.616664,coffee_place
UN000,V2462,2024-11-01 07:18:00.000000,2024-11-01 10:17:40.956227,university
CO002,V0277,2024-11-01 07:18:00.000000,2024-11-01 08:07:58.884215,coffee_place
CO002,V0851,2024-11-01 07:19:00.000000,2024-11-01 08:15:01.694021,coffee_place
UN002,V1927,2024-11-01 07:20:00.000000,2024-11-01 08:31:47.123122,university
CO001,V1102,2024-11-01 07:20:00.000000,2024-11-01 08:10:54.719435,coffee_place
CO002,V1243,2024-11-01 07:20:00.000000,2024-11-01 08:24:48.477071,coffee_place
CO001,V2210,2024-11-01 07:21:00.000000,2024-11-01 09:33:34.414515,coffee_place
UN002,V0936,2024-11-01 07:23:00.000000,2024-11-01 08:56:45.528263,university
UN004,V2464,2024-11-01 07:23:00.000000,2024-11-01 09:36:23.456060,university
CO001,V0360,2024-11-01 07:24:00.000000,2024-11-01 07:47:12.914734,coffee_place
CO004,V1580,2024-11-01 07:28:00.000000,2024-11-01 08:13:43.443665,coffee_place
CO002,V1727,2024-11-01 07:28:00.000000,2024-11-01 08:15:53.427550,coffee_place
CO003,V1614,2024-11-01 07:28:00.000000,2024-11-01 08:25:07.216369,coffee_place
CI003,V2834,2024-11-01 07:29:00.000000,2024-11-01 10:23:45.544238,cinema
CO002,V0094,2024-11-01 07:29:00.000000,2024-11-01 07:47:24.448693,coffee_place
CO000,V2460,2024-11-01 07:30:00.000000,2024-11-01 08:17:33.876589,coffee_place
CO002,V1578,2024-11-01 07:30:00.000000,2024-11-01 08:09:45.260911,coffee_place
CO001,V1156,2024-11-01 07:30:00.000000,2024-11-01 08:16:55.578740,coffee_place
CO004,V0880,2024-11-01 07:30:00.000000,2024-11-01 08:13:04.420873,coffee_place
UN004,V2937,2024-11-01 07:30:00.000000,2024-11-01 08:08:33.179846,university
CO000,V2563,2024-11-01 07:31:00.000000,2024-11-01 08:33:31.673487,coffee_place
CO004,V1084,2024-11-01 07:32:00.000000,2024-11-01 08:28:29.432683,coffee_place
CO002,V1967,2024-11-01 07:35:00.000000,2024-11-01 08:44:33.245773,coffee_place
CO000,V0068,2024-11-01 07:36:00.000000,2024-11-01 08:20:57.220194,coffee_place
CO002,V2737,2024-11-01 07:36:00.000000,2024-11-01 08:20:30.628661,coffee_place
CO001,V1340,2024-11-01 07:37:00.000000,2024-11-01 08:21:51.071070,coffee_place
UN003,V2333,2024-11-01 07:39:00.000000,2024-11-01 09:14:14.746718,university
UN003,V1729,2024-11-01 07:39:00.000000,2024-11-01 10:18:59.424845,university
UN004,V1570,2024-11-01 07:40:00.000000,2024-11-01 09:32:53.647404,university
UN001,V2414,2024-11-01 07:41:00.000000,2024-11-01 09:14:09.536599,university
UN004,V0641,2024-11-01 07:43:00.000000,2024-11-01 09:13:53.106960,university
CO000,V2005,2024-11-01 07:44:00.000000,2024-11-01 08:11:53.295379,coffee_place
CO001,V0415,2024-11-01 07:45:00.000000,2024-11-01 08:18:43.302748,coffee_place
CO002,V1694,2024-11-01 07:46:00.000000,2024-11-01 08:27:47.699454,coffee_place
CO004,V1137,2024-11-01 07:46:00.000000,2024-11-01 09:07:16.469316,coffee_place
CO004,V0086,2024-11-01 07:51:00.000000,2024-11-01 08:46:45.857343,coffee_place
CO003,V2563,2024-11-01 07:52:00.000000,2024-11-01 08:37:09.237311,coffee_place
CO001,V1312,2024-11-01 07:52:00.000000,2024-11-01 08:33:17.168796,coffee_place
CO003,V1225,2024-11-01 07:53:00.000000,2024-11-01 08:48:31.517073,coffee_place
CO004,V0463,2024-11-01 07:54:00.000000,2024-11-01 08:38:21.299093,coffee_place
CO000,V0722,2024-11-01 07:55:00.000000,2024-11-01 08:23:05.561282,coffee_place
UN003,V0446,2024-11-01 07:55:00.000000,2024-11-01 08:58:01.786765,university
CO004,V1684,2024-11-01 07:56:00.000000,2024-11-01 08:47:26.337750,coffee_place
CO004,V0445,2024-11-01 07:57:00.000000,2024-11-01 08:41:55.626348,coffee_place
CO003,V1360,2024-11-01 07:58:00.000000,2024-11-01 08:19:59.038139,coffee_place
UN003,V2527,2024-11-01 07:58:00.000000,2024-11-01 08:46:19.868902,university
CO004,V1495,2024-11-01 08:00:00.000000,2024-11-01 08:50:27.324730,coffee_place
UN004,V0054,2024-11-01 08:00:00.000000,2024-11-01 09:15:58.198379,university
UN003,V2442,2024-11-01 08:00:00.000000,2024-11-01 08:07:33.006292,university
UN000,V2996,2024-11-01 08:00:00.000000,2024-11-01 10:00:44.978804,university
UN001,V2257,2024-11-01 08:00:00.000000,2024-11-01 09:44:01.887430,university
UN001,V1454,2024-11-01 08:01:00.000000,2024-11-01 10:59:24.327080,university
UN000,V1947,2024-11-01 08:01:00.000000,2024-11-01 09:53:57.248154,university
UN000,V0836,2024-11-01 08:01:00.000000,2024-11-01 08:40:47.702200,university
UN004,V1425,2024-11-01 08:01:00.000000,2024-11-01 09:24:00.149830,university
UN004,V1394,2024-11-01 08:01:00.000000,2024-11-01 10:27:13.456845,university
UN004,V1552,2024-11-01 08:02:00.000000,2024-11-01 08:23:23.255709,university
UN004,V1298,2024-11-01 08:02:00.000000,2024-11-01 10:04:19.023211,university
CO002,V0197,2024-11-01 08:02:00.000000,2024-11-01 08:25:40.306563,coffee_place
CO001,V1376,2024-11-01 08:03:00.000000,2024-11-01 08:54:51.537005,coffee_place
UN002,V2023,2024-11-01 08:04:00.000000,2024-11-01 10:04:07.332800,university
UN001,V0798,2024-11-01 08:04:00.000000,2024-11-01 09:09:25.968458,university
UN002,V1983,2024-11-01 08:04:00.000000,2024-11-01 08:38:00.942790,university
CO000,V1503,2024-11-01 08:04:00.000000,2024-11-01 08:48:22.269532,coffee_place
CO003,V1145,2024-11-01 08:04:00.000000,2024-11-01 08:45:48.133534,coffee_place
CO001,V2290,2024-11-01 08:04:00.000000,2024-11-01 08:09:00.000000,coffee_place
UN003,V0134,2024-11-01 08:05:00.000000,2024-11-01 08:44:09.782918,university
UN000,V1813,2024-11-01 08:05:00.000000,2024-11-01 09:55:56.078629,university
CO001,V2660,2024-11-01 08:05:00.000000,2024-11-01 09:00:03.355182,coffee_place
UN001,V2771,2024-11-01 08:05:00.000000,2024-11-01 09:31:12.638866,university
UN002,V1912,2024-11-01 08:06:00.000000,2024-11-01 09:00:12.860649,university
UN002,V1779,2024-11-01 08:06:00.000000,2024-11-01 08:40:32.601510,university
UN001,V0986,2024-11-01 08:07:00.000000,2024-11-01 09:54:38.362407,university
UN004,V2146,2024-11-01 08:07:00.000000,2024-11-01 10:13:33.813724,university
UN004,V0071,2024-11-01 08:08:00.000000,2024-11-01 09:49:10.301650,university
CO003,V0430,2024-11-01 08:08:00.000000,2024-11-01 09:19:20.565936,coffee_place
UN003,V0009,2024-11-01 08:08:00.000000,2024-11-01 08:13:00.000000,university
UN004,V2329,2024-11-01 08:08:00.000000,2024-11-01 09:41:28.650614,university
CO004,V2575,2024-11-01 08:09:00.000000,2024-11-01 08:49:29.032831,coffee_place
UN001,V2190,2024-11-01 08:10:00.000000,,university
UN002,V1156,2024-11-01 08:10:00.000000,2024-11-01 09:39:17.050251,university
UN000,V1220,2024-11-01 08:10:00.000000,2024-11-01 09:17:41.155721,university
CO000,V0136,2024-11-01 08:11:00.000000,2024-11-01 08:36:08.150063,coffee_place
UN003,V2932,2024-11-01 08:11:00.000000,2024-11-01 10:30:12.716680,university
UN004,V2973,2024-11-01 08:11:00.000000,2024-11-01 09:35:40.730021,university
UN000,V2459,2024-11-01 08:11:00.000000,2024-11-01 12:25:58.867607,university
UN000,V1179,2024-11-01 09:23:48.221275,2024-11-01 08:11:00.000000,university
UN004,V1236,2024-11-01 08:11:00.000000,2024-11-01 08:28:04.868787,university
CO000,V0111,2024-11-01 08:11:00.000000,2024-11-01 08:35:48.751834,coffee_place
CO004,V1405,2024-11-01 08:12:00.000000,2024-11-01 09:05:44.139149,coffee_place
UN004,V0146,2024-11-01 08:12:00.000000,2024-11-01 08:40:20.812531,university
UN004,V1823,2024-11-01 08:12:00.000000,2024-11-01 10:41:19.356235,university
UN000,V0400,2024-11-01 08:12:00.000000,2024-11-01 10:33:38.046470,university
CO001,V2330,2024-11-01 08:12:00.000000,2024-11-01 08:23:49.169449,coffee_place
UN003,V2304,2024-11-01 08:13:00.000000,2024-11-01 09:49:49.145144,university
UN001,V2472,2024-11-01 08:13:00.000000,2024-11-01 09:47:11.749397,university
UN003,V2244,2024-11-01 08:14:00.000000,2024-11-01 10:34:47.190860,university
CO001,V0225,2024-11-01 08:14:00.000000,2024-11-01 09:05:01.694416,coffee_place
UN004,V1029,2024-11-01 08:14:00.000000,2024-11-01 08:40:25.418258,university
UN002,V0325,2024-11-01 08:14:00.000000,2024-11-01 09:20:21.926810,university
UN000,V2726,2024-11-01 08:14:00.000000,2024-11-01 09:26:58.010501,university
UN004,V1552,2024-11-01 08:15:00.000000,2024-11-01 13:09:54.810965,university
UN001,V0500,2024-11-01 08:15:00.000000,2024-11-01 10:16:26.683998,university
CO003,V1739,2024-11-01 08:16:00.000000,2024-11-01 09:00:43.175837,coffee_place
UN004,V2009,2024-11-01 08:16:00.000000,2024-11-01 09:20:17.062433,university
UN001,V1078,2024-11-01 08:16:00.000000,2024-11-01 10:17:07.791423,university
UN004,V1122,2024-11-01 08:16:00.000000,2024-11-01 09:35:00.713405,university
UN001,V0761,2024-11-01 08:16:00.000000,2024-11-01 08:53:59.319242,university
CO002,V0143,2024-11-01 08:16:00.000000,2024-11-01 08:58:16.441822,coffee_place
UN000,V1659,2024-11-01 08:17:00.000000,2024-11-01 10:29:47.994808,university
UN002,V0439,2024-11-01 08:17:00.000000,2024-11-01 09:06:55.312149,university
UN001,V2813,2024-11-01 08:17:00.000000,2024-11-01 08:59:35.114805,university
CO001,V0240,2024-11-01 08:18:00.000000,2024-11-01 09:02:29.217871,coffee_place
UN002,V0200,2024-11-01 08:18:00.000000,2024-11-01 10:19:25.053005,university
UN003,V1012,2024-11-01 08:19:00.000000,2024-11-01 09:51:38.414274,university
CO002,V2441,2024-11-01 08:19:00.000000,2024-11-01 09:04:58.488110,coffee_place
CO000,V1624,2024-11-01 08:19:00.000000,2024-11-01 08:59:22.481155,coffee_place
UN001,V2392,2024-11-01 08:20:00.000000,2024-11-01 08:48:23.444246,university
UN001,V0511,2024-11-01 08:20:00.000000,2024-11-01 08:51:50.491156,university
UN003,V2376,2024-11-01 08:20:00.000000,2024-11-01 10:29:44.082380,university
CO004,V0003,2024-11-01 08:20:00.000000,2024-11-01 09:44:26.727601,coffee_place
