venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
UN002,V1316,2024-11-13 06:03:00.000000,2024-11-13 07:26:54.363646,university
UN003,V0702,2024-11-13 06:04:00.000000,2024-11-13 08:07:47.531406,university
CO002,V0263,2024-11-13 06:10:00.000000,2024-11-13 07:24:58.426596,coffee_place
UN002,V2222,2024-11-13 06:10:00.000000,2024-11-13 07:41:32.857456,university
UN000,V2590,2024-11-13 06:17:00.000000,2024-11-13 06:25:41.000165,university
CO002,V0734,2024-11-13 06:17:00.000000,2024-11-13 06:39:02.057201,coffee_place
CO001,V2682,2024-11-13 06:18:00.000000,2024-11-13 06:54:19.324171,coffee_place
UN003,V0703,2024-11-13 06:19:00.000000,2024-11-13 07:43:20.780334,university
UN001,V2832,2024-11-13 06:19:00.000000,2024-11-13 07:50:14.244727,university
UN004,V2843,2024-11-13 06:21:00.000000,2024-11-13 08:22:30.385269,university
CO004,V0804,2024-11-13 06:26:00.000000,2024-11-13 07:08:46.837807,coffee_place
UN000,V1877,2024-11-13 06:28:00.000000,2024-11-13 07:54:15.011601,university
UN000,V0507,2024-11-13 06:32:00.000000,2024-11-13 06:50:24.021189,university
UN001,V2978,2024-11-13 06:36:00.000000,2024-11-13 07:28:51.806336,university
UN000,V2939,2024-11-13 06:36:00.000000,2024-11-13 09:47:30.103622,university
UN002,V0855,2024-11-13 06:36:00.000000,2024-11-13 08:24:23.144827,university
UN000,V0110,2024-11-13 06:37:00.000000,2024-11-13 07:05:32.304579,university
CO003,V0299,2024-11-13 06:47:00.000000,2024-11-13 07:15:55.126829,coffee_place
CO001,V1360,2024-11-13 06:48:00.000000,2024-11-13 07:20:34.328866,coffee_place
UN001,V0269,2024-11-13 06:49:00.000000,2024-11-13 08:00:53.533019,university
UN002,V0196,2024-11-13 06:52:00.000000,2024-11-13 07:42:18.431280,university
UN001,V2347,2024-11-13 06:54:00.000000,2024-11-13 09:04:29.679103,university
CO004,V1785,2024-11-13 06:57:00.000000,2024-11-13 07:25:22.648607,coffee_place
CO003,V2086,2024-11-13 07:02:00.000000,2024-11-13 07:15:46.515306,coffee_place
CO001,V1894,2024-11-13 07:03:00.000000,2024-11-13 07:53:18.171833,coffee_place
UN000,V0124,2024-11-13 07:05:00.000000,2024-11-13 09:08:32.417864,university
CO004,V2786,2024-11-13 07:06:00.000000,2024-11-13 07:57:48.399489,coffee_place
UN001,V1456,2024-11-13 07:07:00.000000,2024-11-13 07:50:57.420626,university
CO002,V1032,2024-11-13 07:08:00.000000,2024-11-13 07:45:35.194436,coffee_place
UN000,V0052,2024-11-13 07:10:00.000000,2024-11-13 09:33:42.357261,university
CO002,V1116,2024-11-13 07:11:00.000000,2024-11-13 08:17:07.896920,coffee_place
CO003,V1327,2024-11-13 07:12:00.000000,2024-11-13 07:53:22.908455,coffee_place
CO003,V1716,2024-11-13 07:14:00.000000,2024-11-13 08:29:49.351422,coffee_place
UN003,V1635,2024-11-13 07:16:00.000000,2024-11-13 08:53:34.706826,university
CO001,V2329,2024-11-13 07:16:00.000000,2024-11-13 07:36:51.529249,coffee_place
CO004,V2510,2024-11-13 07:17:00.000000,2024-11-13 07:55:17.655240,coffee_place
CO004,V2000,2024-11-13 07:18:00.000000,2024-11-13 08:00:19.097023,coffee_place
CO001,V1457,2024-11-13 07:19:00.000000,2024-11-13 08:05:24.959313,coffee_place
CO004,V0298,2024-11-13 07:20:00.000000,2024-11-13 07:47:45.479091,coffee_place
UN002,V2680,2024-11-13 07:21:00.000000,2024-11-13 08:22:57.130818,university
UN002,V1337,2024-11-13 07:21:00.000000,2024-11-13 09:31:59.378434,university
CO001,V1196,2024-11-13 07:21:00.000000,2024-11-13 07:39:21.323651,coffee_place
