venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
UN002,V2245,2024-11-06 06:02:00.000000,2024-11-06 06:07:00.000000,university
UN003,V0530,2024-11-06 06:05:00.000000,2024-11-06 07:47:27.682062,university
UN004,V0526,2024-11-06 06:07:00.000000,2024-11-06 07:19:30.131861,university
UN000,V0599,2024-11-06 06:07:00.000000,2024-11-06 08:25:25.521281,university
UN004,V1704,2024-11-06 06:08:00.000000,2024-11-06 07:58:59.962220,university
UN002,V2735,2024-11-06 06:15:00.000000,2024-11-06 07:29:27.947050,university
UN001,V1339,2024-11-06 06:19:00.000000,2024-11-06 07:12:35.361328,university
CO003,V2768,2024-11-06 06:19:00.000000,2024-11-06 06:55:30.623250,coffee_place
UN001,V0109,2024-11-06 06:25:00.000000,2024-11-06 08:03:39.556783,university
CO002,V0058,2024-11-06 06:26:00.000000,2024-11-06 07:20:53.086260,coffee_place
UN000,V2894,2024-11-06 06:31:00.000000,2024-11-06 08:00:58.414739,university
UN000,V0966,2024-11-06 06:33:00.000000,2024-11-06 07:51:13.616889,university
UN001,V1431,2024-11-06 06:40:00.000000,2024-11-06 09:03:01.484872,university
UN001,V2750,2024-11-06 06:43:00.000000,2024-11-06 08:44:43.567393,university
UN001,V1540,2024-11-06 06:43:00.000000,2024-11-06 09:41:31.123525,university
UN002,V2225,2024-11-06 06:43:00.000000,,university
UN001,V0937,2024-11-06 06:44:00.000000,2024-11-06 06:49:00.000000,university
UN003,V2009,2024-11-06 06:46:00.000000,2024-11-06 08:53:12.759317,university
UN004,V2895,2024-11-06 06:49:00.000000,2024-11-06 07:45:46.828253,university
UN000,V1620,2024-11-06 06:50:00.000000,2024-11-06 08:25:53.351255,university
UN002,V0205,2024-11-06 06:51:00.000000,2024-11-06 07:53:53.083514,university
UN004,V0008,2024-11-06 06:52:00.000000,2024-11-06 07:17:10.498932,university
UN001,V1274,2024-11-06 06:55:00.000000,2024-11-06 10:39:34.238001,university
UN003,V1823,2024-11-06 06:57:00.000000,2024-11-06 09:41:17.982397,university
UN003,V0171,2024-11-06 07:00:00.000000,2024-11-06 08:23:40.963220,university
CO004,V2326,2024-11-06 07:00:00.000000,2024-11-06 07:34:32.367098,coffee_place
CO000,V1683,2024-11-06 07:01:00.000000,2024-11-06 07:47:52.755366,coffee_place
UN004,V1884,2024-11-06 07:01:00.000000,2024-11-06 07:58:19.728783,university
CO000,V2127,2024-11-06 07:02:00.000000,2024-11-06 07:50:50.728817,coffee_place
CO004,V1174,2024-11-06 07:02:00.000000,2024-11-06 09:46:14.148627,coffee_place
CO004,V2430,2024-11-06 07:02:00.000000,2024-11-06 07:27:56.488780,coffee_place
CO003,V0446,2024-11-06 07:03:00.000000,2024-11-06 08:26:58.690256,coffee_place
UN001,V2823,2024-11-06 07:03:00.000000,2024-11-06 09:00:49.315397,university
CO004,V0003,2024-11-06 07:03:00.000000,2024-11-06 07:56:05.145296,coffee_place
CI003,V1777,2024-11-06 07:03:00.000000,2024-11-06 09:37:26.469670,cinema
UN001,V0308,2024-11-06 07:03:00.000000,2024-11-06 08:25:34.022258,university
CO000,V0185,2024-11-06 07:04:00.000000,2024-11-06 07:55:04.504244,coffee_place
CO002,V2307,2024-11-06 07:05:00.000000,2024-11-06 07:29:37.906975,coffee_place
CO000,V0825,2024-11-06 07:07:00.000000,2024-11-06 07:47:46.631228,coffee_place
CO000,V0541,2024-11-06 07:08:00.000000,2024-11-06 07:53:48.809156,coffee_place
CO001,V1206,2024-11-06 07:10:00.000000,2024-11-06 07:45:57.602560,coffee_place
UN001,V0365,2024-11-06 07:10:00.000000,2024-11-06 09:12:29.556532,university
CO001,V0563,2024-11-06 07:10:00.000000,,coffee_place
CO002,V0669,2024-11-06 07:11:00.000000,2024-11-06 08:08:30.003835,coffee_place
UN001,V0300,2024-11-06 07:12:00.000000,2024-11-06 08:12:14.563755,university
CO000,V1210,2024-11-06 07:14:00.000000,2024-11-06 08:00:59.589712,coffee_place
CO002,V1432,2024-11-06 07:14:00.000000,2024-11-06 08:17:01.667779,coffee_place
CO000,V1075,2024-11-06 07:14:00.000000,2024-11-06 07:53:58.930034,coffee_place
CO001,V0568,2024-11-06 07:14:00.000000,2024-11-06 07:33:53.160800,coffee_place
UN004,V0959,2024-11-06 07:17:00.000000,2024-11-06 13:56:15.227504,university
CO000,V0598,2024-11-06 07:18:00.000000,2024-11-06 07:52:46.174047,coffee_place
CO002,V0094,2024-11-06 07:19:00.000000,2024-11-06 08:07:15.321535,coffee_place
CO003,V1366,2024-11-06 07:20:00.000000,2024-11-06 08:01:23.410602,coffee_place
CO000,V1401,2024-11-06 07:21:00.000000,2024-11-06 08:00:21.567783,coffee_place
UN002,V2498,2024-11-06 07:21:00.000000,2024-11-06 08:59:39.556227,university
UN000,V2022,2024-11-06 07:21:00.000000,2024-11-06 09:29:35.486892,university
CO003,V2382,2024-11-06 07:22:00.000000,2024-11-06 08:09:10.058707,coffee_place
CO003,V1867,2024-11-06 07:22:00.000000,2024-11-06 07:53:45.578506,coffee_place
CO002,V0283,2024-11-06 07:22:00.000000,2024-11-06 08:28:29.388935,coffee_place
CO001,V0533,2024-11-06 07:22:00.000000,2024-11-06 08:13:33.759533,coffee_place
UN001,V0599,2024-11-06 07:26:00.000000,2024-11-06 08:07:58.032696,university
CO003,V1979,2024-11-06 07:27:00.000000,2024-11-06 08:10:45.480217,coffee_place
CO003,V2510,2024-11-06 07:30:00.000000,2024-11-06 07:59:49.821319,coffee_place
CO002,V0925,2024-11-06 07:31:00.000000,2024-11-06 08:23:50.848720,coffee_place
CO001,V1360,2024-11-06 07:32:00.000000,2024-11-06 08:14:54.258213,coffee_place
CO002,V1032,2024-11-06 07:35:00.000000,2024-11-06 08:10:43.944420,coffee_place
CO004,V1430,2024-11-06 07:37:00.000000,2024-11-06 08:00:24.879579,coffee_place
UN002,V0771,2024-11-06 07:37:00.000000,2024-11-06 09:35:22.323995,university
UN002,V2703,2024-11-06 07:38:00.000000,2024-11-06 09:33:26.485294,university
CO000,V2921,2024-11-06 07:38:00.000000,2024-11-06 08:13:03.638871,coffee_place
UN003,V0221,2024-11-06 07:39:00.000000,2024-11-06 07:49:39.700206,university
CO002,V2678,2024-11-06 07:40:00.000000,2024-11-06 08:23:41.132122,coffee_place
CO002,V2457,2024-11-06 07:40:00.000000,2024-11-06 08:33:26.513725,coffee_place
CO003,V1876,2024-11-06 07:40:00.000000,2024-11-06 08:25:26.502719,coffee_place
CO002,V2117,2024-11-06 07:42:00.000000,2024-11-06 08:37:16.445930,coffee_place
CO001,V0010,2024-11-06 07:42:00.000000,2024-11-06 08:31:00.501609,coffee_place
UN003,V0140,2024-11-06 07:44:00.000000,2024-11-06 09:21:50.029631,university
UN004,V1928,2024-11-06 07:44:00.000000,2024-11-06 09:52:06.687941,university
UN002,V0324,2024-11-06 07:45:00.000000,2024-11-06 10:21:29.439197,university
CO003,V2040,2024-11-06 07:46:00.000000,2024-11-06 08:24:37.323251,coffee_place
CO000,V2190,2024-11-06 07:48:00.000000,2024-11-06 08:35:07.929169,coffee_place
CO002,V1366,2024-11-06 07:48:00.000000,2024-11-06 08:15:58.023824,coffee_place
CO000,V0068,2024-11-06 07:49:00.000000,2024-11-06 08:46:41.623404,coffee_place
CO004,V0710,2024-11-06 07:49:00.000000,2024-11-06 08:43:01.304139,coffee_place
CO001,V1127,2024-11-06 07:50:00.000000,2024-11-06 08:34:39.001160,coffee_place
UN001,V2826,2024-11-06 07:51:00.000000,2024-11-06 08:57:39.017992,university
UN001,V1699,2024-11-06 07:52:00.000000,2024-11-06 09:10:42.787973,university
CO004,V1365,2024-11-06 07:52:00.000000,2024-11-06 08:21:17.109177,coffee_place
UN003,V0338,2024-11-06 07:52:00.000000,2024-11-06 11:44:40.137804,university
CO003,V2919,2024-11-06 07:53:00.000000,2024-11-06 08:45:12.999101,coffee_place
UN000,V2705,2024-11-06 07:55:00.000000,2024-11-06 09:41:12.613257,university
CO000,V2002,2024-11-06 07:55:00.000000,2024-11-06 08:29:19.188105,coffee_place
UN003,V1151,2024-11-06 07:56:00.000000,2024-11-06 08:43:27.798046,university
CO001,V2173,2024-11-06 07:56:00.000000,2024-11-06 08:11:19.559630,coffee_place
CO004,V1294,2024-11-06 07:56:00.000000,2024-11-06 09:01:09.912363,coffee_place
CO003,V0049,2024-11-06 07:57:00.000000,2024-11-06 08:29:05.587469,coffee_place
CO002,V2762,2024-11-06 07:57:00.000000,2024-11-06 08:44:46.906513,coffee_place
CO003,V0164,2024-11-06 07:58:00.000000,2024-11-06 08:52:07.445651,coffee_place
CO004,V2907,2024-11-06 07:59:00.000000,2024-11-06 09:12:54.347175,coffee_place
UN003,V1956,2024-11-06 08:00:00.000000,2024-11-06 09:40:19.395312,university
UN004,V2317,2024-11-06 08:00:00.000000,2024-11-06 08:53:10.968066,university
UN004,V2241,2024-11-06 08:00:00.000000,2024-11-06 09:11:21.336124,university
CO004,V1872,2024-11-06 08:00:00.000000,2024-11-06 08:35:50.747361,coffee_place
UN004,V0466,2024-11-06 08:00:00.000000,2024-11-06 08:40:28.956794,university
UN001,V1500,2024-11-06 08:01:00.000000,2024-11-06 10:46:05.212629,university
CO004,V1879,2024-11-06 08:01:00.000000,2024-11-06 08:35:58.732981,coffee_place
UN003,V0043,2024-11-06 08:01:00.000000,2024-11-06 09:22:17.819427,university
UN000,V1201,2024-11-06 08:01:00.000000,2024-11-06 08:48:15.379410,university
CO004,V0370,2024-11-06 08:01:00.000000,2024-11-06 08:46:40.636407,coffee_place
UN000,V1406,2024-11-06 08:01:00.000000,2024-11-06 09:21:00.828381,university
UN004,V2740,2024-11-06 08:02:00.000000,2024-11-06 11:14:31.570978,university
UN001,V2865,2024-11-06 08:02:00.000000,2024-11-06 10:06:54.354907,university
UN000,V2096,2024-11-06 08:03:00.000000,2024-11-06 10:07:49.383564,university
CO003,V0669,2024-11-06 08:03:00.000000,2024-11-06 09:10:10.318976,coffee_place
UN001,V2649,2024-11-06 08:03:00.000000,2024-11-06 10:39:07.048531,university
CO003,V1133,2024-11-06 08:03:00.000000,2024-11-06 08:56:30.505313,coffee_place
UN000,V0965,2024-11-06 08:04:00.000000,2024-11-06 08:26:54.437753,university
UN003,V1922,2024-11-06 08:04:00.000000,2024-11-06 09:56:06.012346,university
UN000,V2104,2024-11-06 08:05:00.000000,2024-11-06 08:40:10.601705,university
UN000,V0325,2024-11-06 08:05:00.000000,2024-11-06 09:22:01.782484,university
UN003,V0420,2024-11-06 08:05:00.000000,2024-11-06 10:11:43.308493,university
UN001,V0913,2024-11-06 08:06:00.000000,2024-11-06 09:46:24.944553,university
UN001,V2637,2024-11-06 08:06:00.000000,2024-11-06 15:20:12.773297,university
UN004,V0816,2024-11-06 08:06:00.000000,2024-11-06 09:35:50.903662,university
UN002,V2771,2024-11-06 08:07:00.000000,2024-11-06 09:14:28.651934,university
CO001,V2580,2024-11-06 08:07:00.000000,2024-11-06 08:33:49.176022,coffee_place
UN000,V2663,2024-11-06 08:07:00.000000,2024-11-06 08:59:21.245058,university
CO003,V0850,2024-11-06 08:07:00.000000,2024-11-06 09:06:35.801657,coffee_place
UN000,V0103,2024-11-06 08:08:00.000000,2024-11-06 09:28:25.854106,university
UN003,V1037,2024-11-06 08:08:00.000000,2024-11-06 09:42:46.193811,university
CO003,V1269,2024-11-06 08:09:00.000000,2024-11-06 09:03:10.667312,coffee_place
UN000,V1000,2024-11-06 08:09:00.000000,2024-11-06 08:57:21.980144,university
CO003,V2190,2024-11-06 08:09:00.000000,2024-11-06 09:07:58.951472,coffee_place
UN000,V1485,2024-11-06 08:10:00.000000,2024-11-06 08:32:16.666854,university
UN001,V1938,2024-11-06 08:11:00.000000,2024-11-06 09:34:09.439988,university
UN002,V1922,2024-11-06 08:11:00.000000,2024-11-06 09:20:23.311155,university
CO000,V2977,2024-11-06 08:11:00.000000,2024-11-06 08:54:53.853574,coffee_place
CO002,V2375,2024-11-06 08:11:00.000000,2024-11-06 08:35:28.518742,coffee_place
UN001,V2204,2024-11-06 08:12:00.000000,2024-11-06 09:07:29.471889,university
UN001,V2220,2024-11-06 08:12:00.000000,2024-11-06 09:41:46.847303,university
UN001,V0355,2024-11-06 08:12:00.000000,2024-11-06 11:32:39.239577,university
UN001,V2140,2024-11-06 08:13:00.000000,2024-11-06 09:20:35.591003,university
UN003,V2042,2024-11-06 08:13:00.000000,2024-11-06 09:50:04.305745,university
UN001,V0277,2024-11-06 08:13:00.000000,2024-11-06 09:46:25.065945,university
CO003,V1145,2024-11-06 08:13:00.000000,2024-11-06 08:36:42.295588,coffee_place
CO003,V0049,2024-11-06 08:13:00.000000,2024-11-06 08:45:13.781867,coffee_place
CO002,V0204,2024-11-06 08:13:00.000000,2024-11-06 09:25:35.539571,coffee_place
UN000,V2069,2024-11-06 08:13:00.000000,2024-11-06 09:34:38.749500,university
UN001,V1617,2024-11-06 08:14:00.000000,2024-11-06 09:29:56.760677,university
UN004,V0110,2024-11-06 08:14:00.000000,2024-11-06 08:19:00.000000,university
CO000,V2400,2024-11-06 08:14:00.000000,2024-11-06 08:38:34.842858,coffee_place
UN003,V0273,2024-11-06 08:14:00.000000,2024-11-06 09:34:34.594894,university
UN002,V2703,2024-11-06 08:14:00.000000,2024-11-06 09:42:45.609526,university
