venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
UN002,V2464,2024-11-05 06:00:00.000000,2024-11-05 08:38:43.317981,university
CO001,V2310,2024-11-05 06:03:00.000000,2024-11-05 06:28:00.333081,coffee_place
UN003,V1177,2024-11-05 06:05:00.000000,2024-11-05 08:52:11.988472,university
CO001,V1212,2024-11-05 06:06:00.000000,2024-11-05 06:51:39.964176,coffee_place
UN004,V1339,2024-11-05 06:06:00.000000,2024-11-05 06:38:49.135631,university
CO003,V1118,2024-11-05 06:08:00.000000,2024-11-05 06:56:32.505262,coffee_place
UN003,V0357,2024-11-05 06:10:00.000000,2024-11-05 06:35:55.445244,university
UN004,V1166,2024-11-05 06:11:00.000000,2024-11-05 08:19:39.133685,university
UN003,V0815,2024-11-05 06:13:00.000000,2024-11-05 08:26:28.352754,university
UN003,V2241,2024-11-05 06:17:00.000000,2024-11-05 07:21:54.247503,university
UN001,V1924,2024-11-05 06:19:00.000000,2024-11-05 07:46:34.171380,university
UN000,V0152,2024-11-05 06:23:00.000000,2024-11-05 09:04:11.651240,university
UN004,V1628,2024-11-05 06:24:00.000000,2024-11-05 08:26:44.233178,university
CO004,V0497,2024-11-05 06:28:00.000000,2024-11-05 08:37:19.410797,coffee_place
UN000,V0470,2024-11-05 06:29:00.000000,2024-11-05 10:00:39.216390,university
UN001,V1178,2024-11-05 06:31:00.000000,2024-11-05 07:33:17.503636,university
UN004,V1980,2024-11-05 06:34:00.000000,2024-11-05 07:53:28.808169,university
UN003,V0205,2024-11-05 06:39:00.000000,2024-11-05 07:35:31.836736,university
UN003,V1478,2024-11-05 06:41:00.000000,2024-11-05 07:54:25.679937,university
UN000,V1015,2024-11-05 06:41:00.000000,2024-11-05 07:13:17.383213,university
UN001,V2265,2024-11-05 06:42:00.000000,2024-11-05 07:33:38.273634,university
CO001,V1042,2024-11-05 06:48:00.000000,2024-11-05 07:53:17.615718,coffee_place
UN004,V0665,2024-11-05 06:48:00.000000,2024-11-05 08:22:58.853315,university
UN003,V1780,2024-11-05 06:49:00.000000,2024-11-05 08:05:12.597270,university
UN003,V0565,2024-11-05 06:50:00.000000,2024-11-05 09:11:29.004720,university
