venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
CO004,V0710,2024-11-11 06:00:00.000000,2024-11-11 07:06:26.722073,coffee_place
UN003,V0415,2024-11-11 06:02:00.000000,2024-11-11 07:29:08.741096,university
CO001,V0329,2024-11-11 06:06:00.000000,2024-11-11 07:01:03.645488,coffee_place
UN001,V1924,2024-11-11 06:06:00.000000,2024-11-11 06:18:08.417618,university
UN004,V2336,2024-11-11 06:07:00.000000,2024-11-11 07:20:05.319458,university
CO001,V0602,2024-11-11 06:11:00.000000,2024-11-11 06:52:46.310323,coffee_place
UN004,V1720,2024-11-11 06:20:00.000000,2024-11-11 07:59:04.306278,university
UN004,V2918,2024-11-11 06:22:00.000000,,university
UN004,V1695,2024-11-11 06:23:00.000000,2024-11-11 07:48:46.501133,university
CI004,V1160,2024-11-11 06:24:00.000000,2024-11-11 09:01:54.914165,cinema
UN000,V1092,2024-11-11 06:26:00.000000,2024-11-11 08:08:16.789300,university
UN004,V1367,2024-11-11 06:26:00.000000,2024-11-11 08:10:17.587689,university
UN004,V1380,2024-11-11 06:28:00.000000,2024-11-11 11:41:22.806902,university
CO004,V0551,2024-11-11 06:31:00.000000,2024-11-11 07:02:14.448690,coffee_place
UN002,V2820,2024-11-11 06:33:00.000000,2024-11-11 08:33:37.466210,university
UN001,V1631,2024-11-11 06:37:00.000000,2024-11-11 08:00:02.743942,university
CI000,V1456,2024-11-11 06:38:00.000000,2024-11-11 09:00:43.596779,cinema
UN001,V1181,2024-11-11 06:38:00.000000,2024-11-11 09:10:22.135941,university
UN001,V2623,2024-11-11 06:42:00.000000,2024-11-11 08:54:26.951044,university
UN000,V1590,2024-11-11 06:42:00.000000,2024-11-11 08:40:39.428867,university
CI001,V2043,2024-11-11 06:43:00.000000,2024-11-11 09:26:53.066387,cinema
UN001,V0074,2024-11-11 06:51:00.000000,2024-11-11 06:56:00.000000,university
UN001,V2159,2024-11-11 06:57:00.000000,2024-11-11 07:27:14.017394,university
CO001,V2300,2024-11-11 06:59:00.000000,2024-11-11 07:38:08.360262,coffee_place
CO000,V0281,2024-11-11 07:01:00.000000,2024-11-11 07:58:26.353289,coffee_place
UN000,V2593,2024-11-11 07:01:00.000000,2024-11-11 08:11:45.334689,university
CO000,V1560,2024-11-11 07:01:00.000000,2024-11-11 07:56:32.837176,coffee_place
CO001,V1263,2024-11-11 07:01:00.000000,2024-11-11 07:39:32.427434,coffee_place
CO003,V1133,2024-11-11 07:02:00.000000,2024-11-11 07:45:26.646459,coffee_place
CO004,V2553,2024-11-11 07:02:00.000000,2024-11-11 07:58:03.139025,coffee_place
UN002,V1156,2024-11-11 07:02:00.000000,2024-11-11 09:13:52.691740,university
CO003,V1990,2024-11-11 07:04:00.000000,2024-11-11 07:37:50.591911,coffee_place
CO000,V1979,2024-11-11 07:05:00.000000,2024-11-11 07:46:38.837074,coffee_place
CO002,V0300,2024-11-11 07:05:00.000000,2024-11-11 07:43:44.258682,coffee_place
CO004,V2420,2024-11-11 07:07:00.000000,2024-11-11 07:47:23.234905,coffee_place
CO003,V2733,2024-11-11 07:10:00.000000,2024-11-11 07:49:57.882149,coffee_place
CO003,V0840,2024-11-11 07:10:00.000000,2024-11-11 07:46:37.638903,coffee_place
UN003,V0415,2024-11-11 07:13:00.000000,2024-11-11 09:02:53.201184,university
UN004,V1695,2024-11-11 07:13:00.000000,2024-11-11 08:45:17.300801,university
CO000,V1453,2024-11-11 07:14:00.000000,2024-11-11 07:37:24.888612,coffee_place
