venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
UN000,V1032,2024-10-30 06:06:00.000000,2024-10-30 07:02:37.611349,university
UN004,V0009,2024-10-30 06:08:00.000000,2024-10-30 06:56:42.097666,university
CI001,V2592,2024-10-30 06:09:00.000000,2024-10-30 07:53:44.286551,cinema
UN002,V2829,2024-10-30 06:12:00.000000,2024-10-30 06:42:01.705182,university
UN004,V2281,2024-10-30 06:12:00.000000,2024-10-30 07:39:13.993613,university
UN004,V0156,2024-10-30 06:19:00.000000,2024-10-30 08:12:31.069865,university
UN001,V1186,2024-10-30 06:20:00.000000,2024-10-30 08:11:45.025069,university
UN001,V1729,2024-10-30 06:22:00.000000,2024-10-30 07:16:25.241015,university
UN003,V2809,2024-10-30 06:23:00.000000,2024-10-30 07:43:59.184392,university
CI003,V2097,2024-10-30 06:24:00.000000,2024-10-30 08:51:24.419358,cinema
UN001,V0197,2024-10-30 06:24:00.000000,2024-10-30 07:53:05.648964,university
UN003,V1922,2024-10-30 06:29:00.000000,2024-10-30 09:51:35.542891,university
UN003,V1598,2024-10-30 06:33:00.000000,2024-10-30 06:48:21.699178,university
UN000,V2774,2024-10-30 06:36:00.000000,2024-10-30 08:24:21.582358,university
UN003,V1070,2024-10-30 06:37:00.000000,2024-10-30 06:49:06.490634,university
UN004,V1763,2024-10-30 06:38:00.000000,2024-10-30 08:14:52.684560,university
UN002,V2509,2024-10-30 06:40:00.000000,2024-10-30 07:30:37.550161,university
CO003,V0299,2024-10-30 06:41:00.000000,2024-10-30 07:32:11.862579,coffee_place
UN000,V0821,2024-10-30 06:43:00.000000,2024-10-30 08:14:53.796649,university
UN002,V0303,2024-10-30 06:58:00.000000,2024-10-30 08:11:38.665670,university
UN002,V0105,2024-10-30 06:59:00.000000,2024-10-30 09:49:53.929566,university
UN003,V2767,2024-10-30 07:00:00.000000,2024-10-30 09:13:04.690097,university
UN004,V0295,2024-10-30 07:00:00.000000,2024-10-30 08:34:03.456450,university
UN001,V2274,2024-10-30 07:00:00.000000,2024-10-30 08:21:34.381374,university
CO001,V2600,2024-10-30 07:02:00.000000,2024-10-30 07:57:05.080029,coffee_place
CO000,V0995,2024-10-30 07:02:00.000000,2024-10-30 07:45:09.464901,coffee_place
CO001,V2845,2024-10-30 07:02:00.000000,2024-10-30 07:58:56.158874,coffee_place
CO003,V2773,2024-10-30 07:04:00.000000,2024-10-30 08:05:06.904368,coffee_place
CO002,V2807,2024-10-30 07:05:00.000000,2024-10-30 08:12:22.401423,coffee_place
CI002,V0908,2024-10-30 07:05:00.000000,,cinema
UN003,V2582,2024-10-30 07:06:00.000000,2024-10-30 07:21:26.287773,university
CO002,V0661,2024-10-30 07:06:00.000000,2024-10-30 07:44:22.295110,coffee_place
CO001,V2830,2024-10-30 07:09:00.000000,2024-10-30 08:03:34.629842,coffee_place
CO001,V0429,2024-10-30 07:09:00.000000,2024-10-30 07:47:43.911431,coffee_place
UN000,V2936,2024-10-30 07:09:00.000000,2024-10-30 08:21:18.111306,university
UN003,V1359,2024-10-30 07:09:00.000000,2024-10-30 09:52:45.371433,university
CO002,V2219,2024-10-30 07:10:00.000000,2024-10-30 08:15:12.314885,coffee_place
CO001,V1380,2024-10-30 07:12:00.000000,2024-10-30 07:42:48.121453,coffee_place
CO004,V2279,2024-10-30 07:13:00.000000,2024-10-30 07:44:37.071463,coffee_place
CO003,V2532,2024-10-30 07:15:00.000000,2024-10-30 07:55:14.886952,coffee_place
UN000,V2136,2024-10-30 07:15:00.000000,2024-10-30 09:47:45.191395,university
CO002,V1994,2024-10-30 07:17:00.000000,2024-10-30 08:02:04.005365,coffee_place
UN003,V2771,2024-10-30 07:17:00.000000,2024-10-30 08:40:05.332858,university
CO001,V0574,2024-10-30 07:17:00.000000,2024-10-30 08:09:47.684614,coffee_place
UN001,V2793,2024-10-30 07:17:00.000000,2024-10-30 09:33:36.357485,university
UN003,V0052,2024-10-30 07:18:00.000000,2024-10-30 10:34:51.593411,university
CO000,V0365,2024-10-30 07:19:00.000000,2024-10-30 07:49:24.232375,coffee_place
CO000,V1342,2024-10-30 07:20:00.000000,2024-10-30 07:51:35.428417,coffee_place
CO003,V1401,2024-10-30 07:21:00.000000,2024-10-30 08:27:02.027632,coffee_place
CO002,V0424,2024-10-30 07:22:00.000000,2024-10-30 07:48:59.818041,coffee_place
CO004,V2375,2024-10-30 07:22:00.000000,2024-10-30 07:51:58.383497,coffee_place
CO001,V1671,2024-10-30 07:22:00.000000,2024-10-30 08:28:15.938598,coffee_place
CO001,V0048,2024-10-30 07:24:00.000000,2024-10-30 08:27:31.397142,coffee_place
CO004,V1676,2024-10-30 07:24:00.000000,2024-10-30 08:21:44.836289,
CO003,V1071,2024-10-30 07:25:00.000000,2024-10-30 07:44:42.075061,coffee_place
CO002,V0143,2024-10-30 07:26:00.000000,2024-10-30 08:10:32.992509,coffee_place
CO004,V0995,2024-10-30 07:27:00.000000,2024-10-30 08:18:05.313517,coffee_place
UN004,V1022,2024-10-30 07:28:00.000000,2024-10-30 08:01:35.463289,university
UN003,V1236,2024-10-30 07:28:00.000000,2024-10-30 08:33:07.992776,university
UN001,V2425,2024-10-30 07:29:00.000000,2024-10-30 09:17:43.031292,university
CO002,V2806,2024-10-30 07:30:00.000000,2024-10-30 08:11:41.008782,coffee_place
CO004,V1905,2024-10-30 07:30:00.000000,2024-10-30 08:29:29.996769,coffee_place
CO001,V0004,2024-10-30 07:32:00.000000,2024-10-30 08:26:33.043637,coffee_place
UN001,V1339,2024-10-30 07:32:00.000000,2024-10-30 08:35:09.086434,university
CO004,V1722,2024-10-30 07:33:00.000000,2024-10-30 08:17:16.096553,coffee_place
CO002,V0974,2024-10-30 07:33:00.000000,2024-10-30 08:11:51.710853,coffee_place
CO002,V1398,2024-10-30 07:34:00.000000,2024-10-30 08:10:52.600902,coffee_place
UN002,V2602,2024-10-30 07:35:00.000000,2024-10-30 09:08:56.165853,university
CO004,V2600,2024-10-30 07:35:00.000000,2024-10-30 08:08:21.539253,coffee_place
CO001,V0419,2024-10-30 07:36:00.000000,2024-10-30 08:10:32.072970,coffee_place
CO000,V1067,2024-10-30 07:36:00.000000,2024-10-30 08:19:36.706996,coffee_place
CO003,V2047,2024-10-30 07:37:00.000000,2024-10-30 08:36:33.949251,coffee_place
CO003,V1848,2024-10-30 07:38:00.000000,2024-10-30 08:37:57.557961,coffee_place
UN002,V1078,2024-10-30 07:38:00.000000,2024-10-30 08:39:25.650814,university
UN002,V1015,2024-10-30 07:38:00.000000,2024-10-30 09:58:39.227749,university
UN003,V2343,2024-10-30 07:38:00.000000,2024-10-30 09:52:36.467719,university
CO000,V0283,2024-10-30 07:39:00.000000,2024-10-30 08:25:26.943286,coffee_place
UN003,V2166,2024-10-30 07:39:00.000000,2024-10-30 08:48:09.736110,university
CO002,V2728,2024-10-30 07:40:00.000000,2024-10-30 08:07:08.691635,coffee_place
CO001,V1074,2024-10-30 07:41:00.000000,2024-10-30 08:39:52.316317,coffee_place
UN001,V1269,2024-10-30 07:41:00.000000,2024-10-30 09:15:40.692223,university
CO004,V1137,2024-10-30 07:41:00.000000,2024-10-30 08:12:19.297965,coffee_place
UN002,V2398,2024-10-30 07:41:00.000000,2024-10-30 09:12:03.034568,university
UN004,V1576,2024-10-30 07:42:00.000000,2024-10-30 09:43:20.928251,university
CO003,V0164,2024-10-30 08:17:34.820685,2024-10-30 07:42:00.000000,coffee_place
UN000,V0344,2024-10-30 07:43:00.000000,2024-10-30 14:57:36.326884,university
CO000,V2563,2024-10-30 07:44:00.000000,2024-10-30 08:18:30.623855,coffee_place
CO001,V2333,2024-10-30 07:44:00.000000,2024-10-30 08:37:16.415155,coffee_place
UN003,V1383,2024-10-30 07:45:00.000000,,university
CO000,V2743,2024-10-30 07:46:00.000000,2024-10-30 08:19:44.663609,coffee_place
CO001,V0884,2024-10-30 07:46:00.000000,2024-10-30 08:59:05.040817,coffee_place
UN004,V0798,2024-10-30 07:47:00.000000,2024-10-30 09:54:45.529387,university
UN003,V0497,2024-10-30 07:47:00.000000,2024-10-30 09:34:19.438867,university
CO004,V1222,2024-10-30 07:50:00.000000,2024-10-30 09:04:26.186473,coffee_place
CO004,V2326,2024-10-30 07:51:00.000000,2024-10-30 08:01:34.314941,coffee_place
CO004,V1630,2024-10-30 07:51:00.000000,2024-10-30 08:37:08.645945,coffee_place
CO004,V1493,2024-10-30 07:52:00.000000,2024-10-30 08:32:29.898560,coffee_place
CO002,V0168,2024-10-30 07:53:00.000000,2024-10-30 08:22:03.165413,coffee_place
CO002,V1340,2024-10-30 07:53:00.000000,2024-10-30 10:21:39.241528,coffee_place
CO000,V2219,2024-10-30 07:54:00.000000,2024-10-30 08:37:03.545764,coffee_place
CO003,V0212,2024-10-30 07:54:00.000000,2024-10-30 07:59:00.000000,coffee_place
UN002,V1891,2024-10-30 07:55:00.000000,2024-10-30 08:50:20.824961,university
UN000,V2804,2024-10-30 07:58:00.000000,2024-10-30 08:03:00.000000,university
CO000,V1618,2024-10-30 08:00:00.000000,2024-10-30 08:36:13.264750,coffee_place
CO000,V2733,2024-10-30 08:01:00.000000,2024-10-30 08:06:00.000000,coffee_place
CO001,V1877,2024-10-30 08:01:00.000000,2024-10-30 10:16:07.104662,coffee_place
UN002,V1899,2024-10-30 08:01:00.000000,2024-10-30 09:31:02.705703,university
UN000,V0870,2024-10-30 08:01:00.000000,2024-10-30 09:45:09.173540,university
UN004,V1598,2024-10-30 08:01:00.000000,2024-10-30 09:33:42.529303,university
UN004,V2987,2024-10-30 08:01:00.000000,2024-10-30 09:22:03.450688,university
CO004,V2735,2024-10-30 08:02:00.000000,2024-10-30 08:55:00.326920,coffee_place
UN004,V1380,2024-10-30 08:02:00.000000,2024-10-30 09:34:31.927291,university
UN004,V0213,2024-10-30 08:02:00.000000,2024-10-30 08:47:33.984407,university
