venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
UN003,V1133,2024-11-09 06:11:00.000000,2024-11-09 08:00:03.289134,university
CI004,V0867,2024-11-09 06:12:00.000000,2024-11-09 08:25:40.726817,cinema
UN004,V2011,2024-11-09 06:16:00.000000,2024-11-09 07:02:35.913931,university
CO001,V2349,2024-11-09 06:35:00.000000,2024-11-09 07:28:54.850554,coffee_place
CO001,V1600,2024-11-09 06:37:00.000000,2024-11-09 07:20:43.532522,coffee_place
UN004,V2937,2024-11-09 06:42:00.000000,2024-11-09 07:50:06.484703,university
CO001,V2310,2024-11-09 06:46:00.000000,2024-11-09 07:16:33.013445,coffee_place
CO000,V2349,2024-11-09 06:51:00.000000,2024-11-09 07:24:04.849300,coffee_place
UN003,V1798,2024-11-09 06:52:00.000000,2024-11-09 07:19:48.732249,university
UN001,V2351,2024-11-09 06:59:00.000000,2024-11-09 10:14:56.006983,university
CO004,V2513,2024-11-09 06:59:00.000000,2024-11-09 07:56:40.345064,coffee_place
CO004,V1101,2024-11-09 07:01:00.000000,2024-11-09 07:57:05.112727,coffee_place
CO003,V0504,2024-11-09 07:04:00.000000,2024-11-09 07:50:51.562566,coffee_place
CO003,V2893,2024-11-09 07:07:00.000000,2024-11-09 08:14:46.938527,coffee_place
CO002,V1495,2024-11-09 07:07:00.000000,2024-11-09 08:09:12.004202,coffee_place
CO002,V1466,2024-11-09 07:09:00.000000,2024-11-09 08:21:24.778299,coffee_place
CO002,V0622,2024-11-09 07:10:00.000000,2024-11-09 07:33:26.906353,coffee_place
CO002,V1642,2024-11-09 07:11:00.000000,2024-11-09 08:05:50.408444,coffee_place
CO003,V0277,2024-11-09 07:14:00.000000,2024-11-09 08:05:19.770411,coffee_place
CO004,V2060,2024-11-09 07:14:00.000000,2024-11-09 07:57:56.174911,coffee_place
CO004,V1616,2024-11-09 07:14:00.000000,2024-11-09 08:12:10.262123,coffee_place
CO002,V1876,2024-11-09 07:15:00.000000,2024-11-09 07:40:49.874043,coffee_place
CO002,V0258,2024-11-09 07:17:00.000000,2024-11-09 07:45:49.597910,coffee_place
CO000,V2375,2024-11-09 07:17:00.000000,2024-11-09 07:45:32.095305,coffee_place
CO004,V2427,2024-11-09 07:19:00.000000,2024-11-09 07:49:09.518105,coffee_place
CO004,V0823,2024-11-09 07:19:00.000000,2024-11-09 07:54:10.924286,coffee_place
CO001,V1942,2024-11-09 07:21:00.000000,2024-11-09 07:56:11.753013,coffee_place
CI004,V1757,2024-11-09 07:21:00.000000,2024-11-09 10:35:47.666316,cinema
CO000,V2066,2024-11-09 07:24:00.000000,2024-11-09 07:52:16.931630,coffee_place
CO003,V1472,2024-11-09 07:25:00.000000,2024-11-09 08:12:32.515431,coffee_place
CO003,V2611,2024-11-09 07:27:00.000000,2024-11-09 08:28:16.488258,coffee_place
CO001,V0016,2024-11-09 07:28:00.000000,2024-11-09 08:21:41.607865,coffee_place
CO001,V2858,2024-11-09 07:28:00.000000,2024-11-09 08:01:15.976217,coffee_place
CO001,V0875,2024-11-09 07:28:00.000000,2024-11-09 08:13:51.123449,coffee_place
