venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
UN001,V1415,2024-11-15 06:02:00.000000,2024-11-15 12:10:42.840284,university
CO001,V0405,2024-11-15 06:03:00.000000,2024-11-15 07:11:50.787629,coffee_place
UN000,V0507,2024-11-15 06:05:00.000000,2024-11-15 08:04:21.647103,university
UN002,V1718,2024-11-15 06:07:00.000000,2024-11-15 06:29:23.471319,university
UN002,V2407,2024-11-15 06:08:00.000000,2024-11-15 07:02:44.204609,university
UN002,V2285,2024-11-15 06:08:00.000000,2024-11-15 07:44:10.448126,university
UN001,V1011,2024-11-15 06:10:00.000000,2024-11-15 08:00:42.024592,university
UN002,V0049,2024-11-15 06:13:00.000000,2024-11-15 07:10:48.184516,university
UN003,V1725,2024-11-15 06:14:00.000000,2024-11-15 09:09:21.792096,university
CO000,V2279,2024-11-15 06:16:00.000000,2024-11-15 06:53:14.319912,coffee_place
UN001,V2377,2024-11-15 06:19:00.000000,2024-11-15 08:22:51.657677,university
UN002,V0213,2024-11-15 06:19:00.000000,2024-11-15 07:52:04.125841,university
CO003,V1889,2024-11-15 06:24:00.000000,2024-11-15 07:16:37.859304,coffee_place
CO001,V0010,2024-11-15 06:26:00.000000,2024-11-15 06:47:42.565679,coffee_place
UN001,V2343,2024-11-15 06:28:00.000000,2024-11-15 09:43:53.801510,university
UN004,V2074,2024-11-15 06:30:00.000000,2024-11-15 08:21:26.337999,university
CO001,V0419,2024-11-15 06:32:00.000000,2024-11-15 07:22:34.780526,coffee_place
UN003,V1762,2024-11-15 06:33:00.000000,2024-11-15 08:52:12.762131,university
UN002,V2238,2024-11-15 06:37:00.000000,2024-11-15 06:50:36.701988,university
UN001,V1183,2024-11-15 06:39:00.000000,2024-11-15 11:36:34.640777,university
UN001,V0776,2024-11-15 06:40:00.000000,2024-11-15 07:55:03.415022,university
UN001,V0122,2024-11-15 06:41:00.000000,2024-11-15 06:46:00.000000,university
UN001,V0848,2024-11-15 06:42:00.000000,2024-11-15 08:20:44.532272,university
CI000,V0799,2024-11-15 06:43:00.000000,2024-11-15 09:07:13.142549,cinema
UN000,V2623,2024-11-15 06:44:00.000000,2024-11-15 09:59:32.707437,university
UN003,V1261,2024-11-15 06:46:00.000000,2024-11-15 07:32:12.984154,university
UN001,V1658,2024-11-15 06:48:00.000000,2024-11-15 09:08:32.644644,university
CO001,V0565,2024-11-15 06:51:00.000000,2024-11-15 07:31:46.136995,coffee_place
UN000,V2998,2024-11-15 06:53:00.000000,2024-11-15 08:39:40.429965,university
CO002,V1758,2024-11-15 06:55:00.000000,2024-11-15 09:04:39.384906,coffee_place
CO002,V1201,2024-11-15 06:56:00.000000,2024-11-15 07:45:13.835367,coffee_place
UN004,V1701,2024-11-15 06:56:00.000000,2024-11-15 08:31:58.995916,university
