venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
UN000,V0218,2024-11-04 06:00:00.000000,2024-11-04 08:48:02.789753,university
UN001,V1012,2024-11-04 06:02:00.000000,2024-11-04 06:12:43.129204,university
CO003,V0622,2024-11-04 06:03:00.000000,2024-11-04 06:38:35.181394,coffee_place
UN001,V0084,2024-11-04 06:04:00.000000,2024-11-04 07:59:28.882252,university
UN003,V1779,2024-11-04 06:04:00.000000,2024-11-04 08:05:35.276081,university
UN000,V1983,2024-11-04 06:07:00.000000,2024-11-04 09:53:59.958711,university
UN001,V2253,2024-11-04 06:08:00.000000,2024-11-04 07:57:46.615651,university
UN000,V1592,2024-11-04 06:09:00.000000,2024-11-04 07:01:42.994850,university
UN002,V1760,2024-11-04 06:11:00.000000,2024-11-04 07:13:30.283635,university
UN001,V2834,2024-11-04 06:11:00.000000,2024-11-04 07:47:41.704180,university
UN000,V0336,2024-11-04 06:14:00.000000,2024-11-04 07:11:48.462968,university
UN001,V0205,2024-11-04 06:17:00.000000,2024-11-04 07:54:45.161645,university
UN000,V2500,2024-11-04 06:20:00.000000,2024-11-04 08:15:38.089897,university
UN002,V0676,2024-11-04 06:23:00.000000,2024-11-04 07:40:28.260158,university
CO000,V1050,2024-11-04 06:26:00.000000,2024-11-04 07:17:11.573173,coffee_place
UN001,V2840,2024-11-04 06:27:00.000000,2024-11-04 06:44:35.251207,university
UN002,V2368,2024-11-04 06:27:00.000000,2024-11-04 08:39:23.484089,university
UN004,V1894,2024-11-04 06:28:00.000000,2024-11-04 07:31:52.509608,university
UN003,V2145,2024-11-04 06:29:00.000000,2024-11-04 07:45:54.132240,university
UN001,V0775,2024-11-04 06:30:00.000000,2024-11-04 07:28:50.100068,university
UN002,V2151,2024-11-04 06:38:00.000000,2024-11-04 09:33:43.967164,university
UN001,V0377,2024-11-04 06:38:00.000000,2024-11-04 06:58:48.606340,university
CO000,V1754,2024-11-04 06:38:00.000000,2024-11-04 07:24:26.709994,coffee_place
CO003,V2535,2024-11-04 06:40:00.000000,2024-11-04 07:40:00.400548,coffee_place
UN003,V2770,2024-11-04 06:43:00.000000,2024-11-04 08:11:09.812807,university
CO002,V0855,2024-11-04 06:43:00.000000,2024-11-04 07:54:49.174716,coffee_place
UN004,V1409,2024-11-04 06:43:00.000000,2024-11-04 08:39:17.380112,university
UN003,V0185,2024-11-04 06:45:00.000000,2024-11-04 09:07:06.714963,university
UN000,V2271,2024-11-04 06:46:00.000000,2024-11-04 09:36:45.211104,university
UN001,V2649,2024-11-04 06:47:00.000000,2024-11-04 07:39:25.991289,university
UN002,V1269,2024-11-04 06:51:00.000000,2024-11-04 08:10:48.699678,university
CI000,V0455,2024-11-04 06:54:00.000000,2024-11-04 09:02:58.162520,cinema
UN004,V0050,2024-11-04 06:57:00.000000,2024-11-04 07:49:01.417749,university
CO004,V0205,2024-11-04 06:58:00.000000,2024-11-04 07:30:22.329901,coffee_place
CO001,V0157,2024-11-04 07:01:00.000000,2024-11-04 08:02:31.874642,coffee_place
