venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
CI002,V0601,2024-11-17 06:02:00.000000,2024-11-17 08:43:55.841198,cinema
CO002,V1365,2024-11-17 06:08:00.000000,2024-11-17 06:45:04.585448,coffee_place
UN000,V0785,2024-11-17 06:26:00.000000,2024-11-17 08:20:16.619687,university
CO000,V1432,2024-11-17 06:37:00.000000,2024-11-17 06:46:58.518964,coffee_place
CI002,V1769,2024-11-17 06:50:00.000000,2024-11-17 09:48:50.755978,cinema
CI003,V1234,2024-11-17 06:51:00.000000,2024-11-17 09:42:24.023718,cinema
CO004,V2450,2024-11-17 07:01:00.000000,2024-11-17 07:35:40.490875,coffee_place
UN004,V1035,2024-11-17 07:01:00.000000,2024-11-17 08:13:40.784615,university
CO000,V1873,2024-11-17 07:05:00.000000,2024-11-17 07:32:02.586816,coffee_place
CO004,V0598,2024-11-17 07:09:00.000000,2024-11-17 07:57:44.217046,coffee_place
CO004,V1376,2024-11-17 07:10:00.000000,2024-11-17 07:54:10.697891,coffee_place
CO000,V1291,2024-11-17 07:12:00.000000,2024-11-17 08:14:43.360699,coffee_place
CO002,V0010,2024-11-17 07:18:00.000000,2024-11-17 08:24:05.462352,coffee_place
CO000,V0365,2024-11-17 07:20:00.000000,2024-11-17 08:25:56.276987,coffee_place
CO002,V1319,2024-11-17 07:20:00.000000,2024-11-17 08:09:23.701217,coffee_place
UN000,V2229,2024-11-17 07:20:00.000000,2024-11-17 07:56:36.440453,university
CO004,V1207,2024-11-17 07:21:00.000000,2024-11-17 08:05:52.217571,coffee_place
CO002,V0478,2024-11-17 07:22:00.000000,2024-11-17 07:55:56.436095,coffee_place
UN002,V1694,2024-11-17 07:22:00.000000,2024-11-17 08:20:59.067301,university
CO000,V1555,2024-11-17 07:24:00.000000,2024-11-17 07:42:58.061199,coffee_place
CO001,V2936,2024-11-17 07:24:00.000000,2024-11-17 09:33:38.138518,coffee_place
CO003,V0209,2024-11-17 07:30:00.000000,2024-11-17 08:20:43.181280,coffee_place
CO002,V0425,2024-11-17 07:33:00.000000,2024-11-17 07:59:35.236057,coffee_place
CO002,V2666,2024-11-17 07:36:00.000000,2024-11-17 08:16:09.508259,coffee_place
CI002,V0045,2024-11-17 07:36:00.000000,2024-11-17 09:57:03.484258,cinema
CI001,V2110,2024-11-17 07:37:00.000000,2024-11-17 10:16:34.510927,cinema
CO004,V2796,2024-11-17 07:39:00.000000,2024-11-17 08:49:38.926420,coffee_place
CO002,V1459,2024-11-17 07:39:00.000000,2024-11-17 08:44:23.355959,coffee_place
CO000,V1818,2024-11-17 07:44:00.000000,2024-11-17 08:49:53.667709,coffee_place
CO003,V0804,2024-11-17 07:48:00.000000,2024-11-17 08:27:19.841548,coffee_place
CO002,V0086,2024-11-17 07:49:00.000000,2024-11-17 08:33:18.454154,coffee_place
CO002,V1917,2024-11-17 07:49:00.000000,2024-11-17 08:35:14.934610,coffee_place
CO003,V2122,2024-11-17 07:55:00.000000,2024-11-17 08:16:55.525004,coffee_place
CO003,V0081,2024-11-17 07:56:00.000000,2024-11-17 08:35:25.569567,coffee_place
CO002,V2047,2024-11-17 07:57:00.000000,2024-11-17 09:16:01.103021,coffee_place
CO004,V0087,2024-11-17 08:01:00.000000,2024-11-17 08:54:58.161467,coffee_place
UN002,V1015,2024-11-17 08:02:00.000000,2024-11-17 08:40:10.964158,university
CO001,V1753,2024-11-17 08:03:00.000000,2024-11-17 09:00:40.555938,coffee_place
CO001,V2580,2024-11-17 08:03:00.000000,2024-11-17 08:58:27.739019,coffee_place
CO001,V2310,2024-11-17 08:04:00.000000,2024-11-17 08:54:38.066657,coffee_place
UN002,V2366,2024-11-17 08:04:00.000000,2024-11-17 10:17:26.435733,university
CO004,V2845,2024-11-17 08:04:00.000000,2024-11-17 08:41:49.416811,coffee_place
CO000,V2208,2024-11-17 08:05:00.000000,2024-11-17 08:56:35.449761,coffee_place
CO000,V1365,2024-11-17 08:12:00.000000,2024-11-17 09:13:11.713751,coffee_place
UN004,V0615,2024-11-17 08:12:00.000000,2024-11-17 08:37:57.373006,university
UN002,V1879,2024-11-17 08:13:00.000000,2024-11-17 09:07:52.223768,university
CO000,V1731,2024-11-17 08:13:00.000000,2024-11-17 08:26:20.628425,coffee_place
UN002,V2705,2024-11-17 08:21:00.000000,2024-11-17 10:06:57.709926,university
UN001,V1122,2024-11-17 08:21:00.000000,2024-11-17 09:05:53.517907,university
CO000,V0804,2024-11-17 08:21:00.000000,2024-11-17 08:57:13.188430,coffee_place
CO001,V0968,2024-11-17 08:23:00.000000,2024-11-17 08:55:27.019344,coffee_place
UN002,V0986,2024-11-17 08:23:00.000000,2024-11-17 10:38:59.348138,university
CO004,V1310,2024-11-17 08:25:00.000000,2024-11-17 09:04:53.098760,coffee_place
CO003,V1031,2024-11-17 08:26:00.000000,2024-11-17 08:59:02.737299,coffee_place
CO001,V2117,2024-11-17 08:28:00.000000,2024-11-17 08:53:51.060326,coffee_place
CO002,V1376,2024-11-17 08:29:00.000000,2024-11-17 09:20:11.929540,coffee_place
CO002,V2080,2024-11-17 08:30:00.000000,2024-11-17 09:11:53.510564,coffee_place
CO003,V2726,2024-11-17 08:31:00.000000,2024-11-17 09:26:52.396979,coffee_place
CO003,V1201,2024-11-17 08:31:00.000000,2024-11-17 09:13:18.509035,coffee_place
CO004,V1983,2024-11-17 08:31:00.000000,2024-11-17 09:17:59.732665,coffee_place
CO004,V0830,2024-11-17 08:31:00.000000,2024-11-17 09:22:16.035821,coffee_place
CO002,V0016,2024-11-17 08:31:00.000000,2024-11-17 09:34:02.468030,coffee_place
UN003,V0923,2024-11-17 08:33:00.000000,2024-11-17 10:28:02.989334,university
CO001,V2660,2024-11-17 08:33:00.000000,2024-11-17 09:18:58.357686,coffee_place
UN001,V0049,2024-11-17 08:36:00.000000,2024-11-17 10:53:34.846110,university
CO004,V0875,2024-11-17 08:37:00.000000,2024-11-17 09:33:27.630215,coffee_place
CO001,V1555,2024-11-17 08:41:00.000000,2024-11-17 10:47:29.959787,coffee_place
CO003,V2936,2024-11-17 08:43:00.000000,2024-11-17 09:29:41.366031,coffee_place
CO004,V0145,2024-11-17 08:43:00.000000,2024-11-17 09:26:30.660709,coffee_place
CO000,V2194,2024-11-17 08:44:00.000000,2024-11-17 09:24:34.598672,coffee_place
CO001,V0504,2024-11-17 08:44:00.000000,2024-11-17 09:30:36.551202,coffee_place
CO004,V2333,2024-11-17 08:46:00.000000,2024-11-17 09:13:41.160602,coffee_place
UN003,V2177,2024-11-17 08:48:00.000000,2024-11-17 10:03:11.821687,university
CO002,V0010,2024-11-17 08:48:00.000000,2024-11-17 09:39:12.720576,coffee_place
CO004,V0877,2024-11-17 08:49:00.000000,2024-11-17 09:29:14.723595,coffee_place
CO004,V1071,2024-11-17 08:49:00.000000,2024-11-17 09:51:35.225842,coffee_place
CO002,V1513,2024-11-17 08:51:00.000000,2024-11-17 09:30:43.421503,coffee_place
UN002,V1552,2024-11-17 08:55:00.000000,2024-11-17 10:50:08.944420,university
CO001,V0050,2024-11-17 08:59:00.000000,2024-11-17 09:39:21.443421,coffee_place
CO004,V0306,2024-11-17 09:01:00.000000,2024-11-17 09:34:33.800236,coffee_place
CO001,V1775,2024-11-17 09:02:00.000000,2024-11-17 09:52:43.380832,coffee_place
UN003,V2736,2024-11-17 09:02:00.000000,2024-11-17 10:24:05.408591,university
CO004,V2845,2024-11-17 09:03:00.000000,2024-11-17 09:28:39.979201,coffee_place
UN003,V0726,2024-11-17 09:03:00.000000,2024-11-17 10:50:53.569018,university
UN001,V0852,2024-11-17 09:06:00.000000,2024-11-17 10:23:46.286957,university
UN002,V2814,2024-11-17 09:09:00.000000,2024-11-17 10:16:26.569669,university
CO000,V2368,2024-11-17 09:10:00.000000,2024-11-17 09:49:32.666775,coffee_place
CO004,V1401,2024-11-17 09:10:00.000000,2024-11-17 09:51:24.254495,coffee_place
CO002,V1020,2024-11-17 09:11:00.000000,2024-11-17 09:41:53.725731,coffee_place
UN000,V0869,2024-11-17 09:14:00.000000,2024-11-17 11:15:39.939489,university
CO001,V1495,2024-11-17 09:15:00.000000,2024-11-17 09:47:48.459311,coffee_place
UN001,V2753,2024-11-17 09:16:00.000000,2024-11-17 11:04:41.624034,university
UN000,V1852,2024-11-17 09:16:00.000000,2024-11-17 09:39:12.300231,university
CO003,V1543,2024-11-17 09:18:00.000000,2024-11-17 09:58:19.322650,coffee_place
UN002,V0312,2024-11-17 09:18:00.000000,2024-11-17 10:57:47.782248,university
UN003,V2958,2024-11-17 09:19:00.000000,2024-11-17 09:57:59.140793,university
CO000,V0209,2024-11-17 09:19:00.000000,2024-11-17 09:45:06.102253,coffee_place
UN000,V0716,2024-11-17 09:20:00.000000,2024-11-17 15:07:24.324657,university
CO002,V2742,2024-11-17 09:20:00.000000,2024-11-17 09:57:50.393062,coffee_place
UN002,V0446,2024-11-17 09:23:00.000000,2024-11-17 10:45:44.001206,university
UN002,V1522,2024-11-17 09:24:00.000000,2024-11-17 11:56:28.599135,university
CO002,V2580,2024-11-17 09:30:00.000000,2024-11-17 10:22:36.312430,coffee_place
CO003,V1422,2024-11-17 09:31:00.000000,2024-11-17 10:22:50.102226,coffee_place
CO004,V2014,2024-11-17 09:35:00.000000,2024-11-17 10:36:05.328432,coffee_place
UN002,V0852,2024-11-17 09:35:00.000000,2024-11-17 10:38:29.345143,university
UN001,V1015,2024-11-17 09:38:00.000000,2024-11-17 11:13:37.604400,university
UN000,V1587,2024-11-17 09:39:00.000000,2024-11-17 11:03:40.997456,university
CO002,V1952,2024-11-17 09:39:00.000000,2024-11-17 10:12:48.129833,coffee_place
UN000,V2392,2024-11-17 09:41:00.000000,2024-11-17 12:01:16.315514,university
UN000,V1146,2024-11-17 09:41:00.000000,2024-11-17 11:13:33.780603,university
UN003,V0187,2024-11-17 09:42:00.000000,2024-11-17 12:10:01.048765,university
CO003,V1322,2024-11-17 09:42:00.000000,2024-11-17 10:38:18.018816,coffee_place
CO004,V0094,2024-11-17 09:44:00.000000,2024-11-17 10:29:15.238655,coffee_place
CO000,V0895,2024-11-17 09:45:00.000000,2024-11-17 10:41:50.956432,coffee_place
CO003,V2184,2024-11-17 09:48:00.000000,2024-11-17 10:07:43.262820,coffee_place
CO000,V0221,2024-11-17 09:51:00.000000,2024-11-17 10:25:10.455559,coffee_place
CO001,V0385,2024-11-17 09:54:00.000000,2024-11-17 10:15:09.564658,coffee_place
UN002,V2229,2024-11-17 09:54:00.000000,2024-11-17 12:40:21.587881,university
UN001,V0841,2024-11-17 09:57:00.000000,2024-11-17 12:39:53.749142,university
CO002,V0285,2024-11-17 09:57:00.000000,2024-11-17 10:35:04.741017,coffee_place
UN003,V1722,2024-11-17 09:58:00.000000,2024-11-17 10:44:28.758901,university
UN004,V2166,2024-11-17 09:59:00.000000,2024-11-17 10:55:46.847768,university
UN003,V1032,2024-11-17 10:00:00.000000,2024-11-17 11:58:40.523999,university
CO002,V0410,2024-11-17 10:01:00.000000,2024-11-17 11:09:01.003313,coffee_place
UN001,V0532,2024-11-17 10:08:00.000000,2024-11-17 10:52:50.069520,university
CO001,V0731,2024-11-17 10:09:00.000000,2024-11-17 11:16:21.799845,coffee_place
CO003,V2743,2024-11-17 10:09:00.000000,2024-11-17 10:55:57.361777,coffee_place
UN002,V1402,2024-11-17 10:09:00.000000,2024-11-17 13:36:29.188722,university
CO003,V2014,2024-11-17 10:10:00.000000,2024-11-17 10:27:00.487197,coffee_place
CO001,V2922,2024-11-17 10:10:00.000000,2024-11-17 11:01:47.941352,coffee_place
CO003,V1876,2024-11-17 10:10:00.000000,2024-11-17 10:45:53.543163,coffee_place
UN003,V2204,2024-11-17 10:14:00.000000,2024-11-17 12:08:36.353696,university
UN003,V1035,2024-11-17 10:14:00.000000,2024-11-17 11:24:53.844747,university
UN003,V0312,2024-11-17 10:14:00.000000,2024-11-17 11:57:46.759095,university
CO004,V0400,2024-11-17 10:18:00.000000,2024-11-17 11:00:52.493520,coffee_place
CO000,V0968,2024-11-17 10:19:00.000000,2024-11-17 11:18:20.673371,coffee_place
UN002,V2398,2024-11-17 10:21:00.000000,2024-11-17 11:26:40.970226,university
CO000,V1720,2024-11-17 10:22:00.000000,2024-11-17 11:01:09.557533,coffee_place
CO000,V2112,2024-11-17 10:23:00.000000,2024-11-17 10:54:51.247253,coffee_place
UN003,V1574,2024-11-17 10:25:00.000000,2024-11-17 11:42:10.548996,university
UN004,V2808,2024-11-17 10:26:00.000000,2024-11-17 10:44:13.298742,university
CO003,V1608,2024-11-17 10:26:00.000000,2024-11-17 10:57:56.957384,coffee_place
CO003,V1020,2024-11-17 10:27:00.000000,2024-11-17 11:07:16.889391,coffee_place
CO001,V0922,2024-11-17 10:29:00.000000,2024-11-17 10:42:24.773093,coffee_place
CO004,V0164,2024-11-17 10:29:00.000000,2024-11-17 11:11:20.273727,coffee_place
