venue_id,visitor_id,visit_start_time,visit_end_time,venue_type
UN001,V2333,2024-11-07 06:00:00.000000,,university
UN000,V2735,2024-11-07 06:01:00.000000,2024-11-07 08:28:20.634974,university
CI003,V2281,2024-11-07 06:08:00.000000,2024-11-07 08:23:23.685967,cinema
CO001,V0094,2024-11-07 06:09:00.000000,2024-11-07 06:52:25.985389,coffee_place
UN001,V2582,2024-11-07 06:12:00.000000,2024-11-07 11:20:51.217387,university
UN004,V1597,2024-11-07 06:15:00.000000,2024-11-07 07:39:07.107743,university
CO001,V0392,2024-11-07 06:15:00.000000,2024-11-07 06:55:52.583821,coffee_place
UN000,V1167,2024-11-07 06:16:00.000000,2024-11-07 07:16:21.915216,university
UN004,V2909,2024-11-07 06:16:00.000000,2024-11-07 08:56:35.940954,university
UN003,V0232,2024-11-07 06:17:00.000000,2024-11-07 07:22:50.929933,university
UN001,V0761,2024-11-07 06:21:00.000000,2024-11-07 07:20:15.657581,university
UN004,V1086,2024-11-07 06:23:00.000000,2024-11-07 08:43:11.983511,university
UN004,V0126,2024-11-07 06:23:00.000000,2024-11-07 07:31:44.435558,university
UN001,V2392,2024-11-07 06:25:00.000000,2024-11-07 07:11:38.624381,university
UN004,V2990,2024-11-07 06:25:00.000000,2024-11-07 06:51:31.954054,university
UN004,V2496,2024-11-07 06:28:00.000000,2024-11-07 09:43:21.945794,university
UN002,V1813,2024-11-07 06:34:00.000000,2024-11-07 08:36:23.510891,university
UN002,V0842,2024-11-07 06:36:00.000000,2024-11-07 07:32:53.489991,university
UN002,V1899,2024-11-07 06:39:00.000000,2024-11-07 08:06:41.731001,university
UN002,V1965,2024-11-07 06:43:00.000000,2024-11-07 09:08:09.709795,university
CO003,V0225,2024-11-07 06:43:00.000000,2024-11-07 07:49:03.714818,coffee_place
CI001,V2025,2024-11-07 06:47:00.000000,2024-11-07 09:20:35.516677,cinema
CO004,V2708,2024-11-07 06:48:00.000000,2024-11-07 07:20:47.102309,coffee_place
UN000,V1581,2024-11-07 06:48:00.000000,2024-11-07 08:49:27.333172,university
UN000,V2591,2024-11-07 06:49:00.000000,2024-11-07 07:55:03.803374,university
CO004,V1739,2024-11-07 06:54:00.000000,2024-11-07 07:37:06.957538,coffee_place
UN004,V1820,2024-11-07 06:54:00.000000,2024-11-07 08:52:43.104290,university
UN001,V1289,2024-11-07 06:57:00.000000,2024-11-07 10:09:37.691323,university
CO003,V0285,2024-11-07 07:01:00.000000,2024-11-07 07:55:17.378923,coffee_place
CO001,V0475,2024-11-07 07:01:00.000000,2024-11-07 07:48:51.542433,coffee_place
CO004,V1206,2024-11-07 07:02:00.000000,2024-11-07 07:53:51.463690,coffee_place
